lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void resetRecordStore()>/@this
lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void addVideoData(java.lang.String,java.lang.String,byte[])>/@this
lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: byte[] inputStreamToBytes(java.io.InputStream)>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void startVideo()>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void stopVideo()>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,java.io.InputStream,java.lang.String,lancs.mobilemedia.core.ui.controller.AbstractController)>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void paint(javax.microedition.lcdui.Graphics)>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void keyPressed(int)>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void setVisibleVideo()>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,lancs.mobilemedia.core.ui.screens.AlbumListScreen)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: void showMediaList(java.lang.String,boolean,boolean)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: void bubbleSort(lancs.mobilemedia.core.ui.datamodel.MediaData[])>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia getMainMenu()>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: void setMainMenu(lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia)>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: void setCurrentScreenName(java.lang.String)>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: java.lang.String getCurrentScreenName()>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: void setCurrentStoreName(java.lang.String)>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: java.lang.String getCurrentStoreName()>/@this
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,javax.microedition.lcdui.List,lancs.mobilemedia.core.ui.screens.PlayMediaScreen)>/@this
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: java.lang.String getMediaName()>/@this
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: void setMediaName(java.lang.String)>/@this
lancs.mobilemedia.sms.SmsSenderThread::: (Mock)	<lancs.mobilemedia.sms.SmsSenderThread: void <init>(java.lang.String,java.lang.String,java.lang.String)>/@this
lancs.mobilemedia.sms.SmsSenderThread::: (Mock)	<lancs.mobilemedia.sms.SmsSenderThread: void run()>/@this
lancs.mobilemedia.sms.SmsSenderThread::: (Mock)	<lancs.mobilemedia.sms.SmsSenderThread: java.lang.String getMessageText()>/@this
lancs.mobilemedia.sms.SmsSenderThread::: (Mock)	<lancs.mobilemedia.sms.SmsSenderThread: void setMessageText(java.lang.String)>/@this
lancs.mobilemedia.sms.SmsSenderThread::: (Mock)	<lancs.mobilemedia.sms.SmsSenderThread: void setBinaryData(byte[])>/@this
lancs.mobilemedia.sms.SmsSenderThread::: (Mock)	<lancs.mobilemedia.sms.SmsSenderThread: java.lang.String getSmsPort()>/@this
lancs.mobilemedia.sms.SmsSenderThread::: (Mock)	<lancs.mobilemedia.sms.SmsSenderThread: void setSmsPort(java.lang.String)>/@this
lancs.mobilemedia.core.ui.controller.AlbumController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AlbumController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,lancs.mobilemedia.core.ui.screens.AlbumListScreen)>/@this
lancs.mobilemedia.core.ui.controller.AlbumController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AlbumController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.lib.exceptions.InvalidImageDataException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidImageDataException: void <init>()>/@this
lancs.mobilemedia.lib.exceptions.InvalidImageDataException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidImageDataException: void <init>(java.lang.String)>/@this
lancs.mobilemedia.lib.exceptions.InvalidImageDataException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidImageDataException: void <init>(java.lang.Throwable)>/@this
lancs.mobilemedia.lib.exceptions.InvalidImageDataException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidImageDataException: java.lang.Throwable getCause()>/@this
lancs.mobilemedia.core.ui.MainUIMidlet::: (Mock)	<lancs.mobilemedia.core.ui.MainUIMidlet: void <init>()>/@this
lancs.mobilemedia.core.ui.MainUIMidlet::: (Mock)	<lancs.mobilemedia.core.ui.MainUIMidlet: void startApp()>/@this
lancs.mobilemedia.core.ui.MainUIMidlet::: (Mock)	<lancs.mobilemedia.core.ui.MainUIMidlet: void pauseApp()>/@this
lancs.mobilemedia.core.ui.MainUIMidlet::: (Mock)	<lancs.mobilemedia.core.ui.MainUIMidlet: void destroyApp(boolean)>/@this
lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia::: (Mock)	<lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia: void <init>()>/@this
lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia::: (Mock)	<lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia: void initMenu()>/@this
lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia::: (Mock)	<lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia: void deleteAll()>/@this
lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia::: (Mock)	<lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia: void repaintListMedias()>/@this
lancs.mobilemedia.core.ui.controller.BaseController::: (Mock)	<lancs.mobilemedia.core.ui.controller.BaseController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,lancs.mobilemedia.core.ui.screens.AlbumListScreen)>/@this
lancs.mobilemedia.core.ui.controller.BaseController::: (Mock)	<lancs.mobilemedia.core.ui.controller.BaseController: void init(lancs.mobilemedia.core.ui.datamodel.AlbumData)>/@this
lancs.mobilemedia.core.ui.controller.BaseController::: (Mock)	<lancs.mobilemedia.core.ui.controller.BaseController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,int)>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: void startCapture()>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: void pauseCapture()>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: byte[] getByteArrays()>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: byte[] takePicture()>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: void keyPressed(int)>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: void paint(javax.microedition.lcdui.Graphics)>/@this
lancs.mobilemedia.core.ui.screens.CaptureVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.CaptureVideoScreen: void setVisibleVideo()>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: void <init>(java.lang.String)>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: java.lang.String getItemName()>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: void setItemName(java.lang.String)>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: java.lang.String getPath()>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: void setLabePath(java.lang.String)>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: java.lang.String getItemType()>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: byte[] getCapturedMedia()>/@this
lancs.mobilemedia.core.ui.screens.AddMediaToAlbum::: (Mock)	<lancs.mobilemedia.core.ui.screens.AddMediaToAlbum: void setCapturedMedia(byte[])>/@this
lancs.mobilemedia.core.ui.datamodel.VideoAlbumData::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoAlbumData: void <init>()>/@this
lancs.mobilemedia.core.ui.datamodel.VideoAlbumData::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoAlbumData: java.io.InputStream getVideoFromRecordStore(java.lang.String,java.lang.String)>/@this
lancs.mobilemedia.lib.exceptions.InvalidArrayFormatException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidArrayFormatException: void <init>()>/@this
lancs.mobilemedia.lib.exceptions.InvalidArrayFormatException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidArrayFormatException: void <init>(java.lang.String)>/@this
lancs.mobilemedia.lib.exceptions.InvalidArrayFormatException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidArrayFormatException: void <init>(java.lang.Throwable)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,javax.microedition.lcdui.List)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void postCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void commandAction(javax.microedition.lcdui.Command,javax.microedition.lcdui.Displayable)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setAlbumListAsCurrentScreen(javax.microedition.lcdui.Alert)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setCurrentScreen(javax.microedition.lcdui.Alert,javax.microedition.lcdui.Displayable)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: javax.microedition.lcdui.Displayable getCurrentScreen()>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setCurrentScreen(javax.microedition.lcdui.Displayable)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: lancs.mobilemedia.core.ui.datamodel.AlbumData getAlbumData()>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setAlbumData(lancs.mobilemedia.core.ui.datamodel.AlbumData)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: lancs.mobilemedia.core.ui.controller.ControllerInterface getNextController()>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setNextController(lancs.mobilemedia.core.ui.controller.ControllerInterface)>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: java.lang.String getCurrentStoreName()>/@this
lancs.mobilemedia.core.ui.controller.PhotoViewController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: javax.microedition.lcdui.List getAlbumListScreen()>/@this
lancs.mobilemedia.core.ui.screens.NewLabelScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.NewLabelScreen: void <init>(java.lang.String,int)>/@this
lancs.mobilemedia.core.ui.screens.NewLabelScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.NewLabelScreen: java.lang.String getLabelName()>/@this
