org.prevayler.PrevaylerFactory	<org.prevayler.demos.scalability.prevayler.PrevaylerQuerySubject: void <init>()>/org.prevayler.PrevaylerFactory.configurePrevalentSystem/0	<org.prevayler.PrevaylerFactory: void configurePrevalentSystem(java.lang.Object)>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.gui.AccountEditFrame: void <init>(org.prevayler.demos.demo2.business.Account,org.prevayler.Prevayler,java.awt.Container)>/org.prevayler.demos.demo2.business.Account.numberString/0	<org.prevayler.demos.demo2.business.Account: java.lang.String numberString()>
org.prevayler.demos.demo2.gui.AllAccountsFrame$AccountEditAction	<org.prevayler.demos.demo2.gui.AllAccountsFrame$SelectedAccountAction: void action()>/org.prevayler.demos.demo2.gui.AllAccountsFrame$SelectedAccountAction.action/0	<org.prevayler.demos.demo2.gui.AllAccountsFrame$AccountEditAction: void action(org.prevayler.demos.demo2.business.Account)>
org.prevayler.demos.demo2.gui.AllAccountsFrame$AccountDeleteAction	<org.prevayler.demos.demo2.gui.AllAccountsFrame$SelectedAccountAction: void action()>/org.prevayler.demos.demo2.gui.AllAccountsFrame$SelectedAccountAction.action/0	<org.prevayler.demos.demo2.gui.AllAccountsFrame$AccountDeleteAction: void action(org.prevayler.demos.demo2.business.Account)>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.gui.AccountEditFrame: void <init>(org.prevayler.demos.demo2.business.Account,org.prevayler.Prevayler,java.awt.Container)>/org.prevayler.demos.demo2.business.Account.addAccountListener/0	<org.prevayler.demos.demo2.business.Account: void addAccountListener(org.prevayler.demos.demo2.business.AccountListener)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame: void <init>(org.prevayler.demos.demo2.business.Account,org.prevayler.Prevayler,java.awt.Container)>/org.prevayler.demos.demo2.gui.TransferFrame.setBounds/0	<javax.swing.JInternalFrame: void setBounds(int,int,int,int)>
org.prevayler.demos.demo2.gui.AccountEditFrame	<org.prevayler.demos.demo2.gui.AccountEditFrame: void <init>(org.prevayler.demos.demo2.business.Account,org.prevayler.Prevayler,java.awt.Container)>/org.prevayler.demos.demo2.gui.AccountEditFrame.accountChanged/0	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>
javax.swing.JTextField	<org.prevayler.demos.demo2.gui.AccountEditFrame: void <init>(org.prevayler.demos.demo2.business.Account,org.prevayler.Prevayler,java.awt.Container)>/javax.swing.JTextField.addFocusListener/0	<javax.swing.JTextField: void addFocusListener(java.awt.event.FocusListener)>
org.prevayler.demos.demo2.gui.AccountEditFrame	<org.prevayler.demos.demo2.gui.AccountEditFrame: void <init>(org.prevayler.demos.demo2.business.Account,org.prevayler.Prevayler,java.awt.Container)>/org.prevayler.demos.demo2.gui.AccountEditFrame.setBounds/0	<javax.swing.JInternalFrame: void setBounds(int,int,int,int)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.TransferFrame.labelContainer/0	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Container labelContainer(java.lang.String)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/0	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
javax.swing.JTextField	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.JTextField.setEnabled/0	<javax.swing.JTextField: void setEnabled(boolean)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/1	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.AccountEditFrame	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.AccountEditFrame.gap/0	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Component gap()>
javax.swing.Box	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/0	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.TransferFrame.gap/0	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Component gap()>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/2	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.AccountEditFrame	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.AccountEditFrame.labelContainer/0	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Container labelContainer(java.lang.String)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/1	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.TransferFrame.labelContainer/1	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Container labelContainer(java.lang.String)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/3	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
javax.swing.JList	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.JList.setEnabled/0	<javax.swing.JList: void setEnabled(boolean)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/4	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.TransferFrame.gap/1	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Component gap()>
javax.swing.Box	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/2	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/5	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.AccountEditFrame	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.AccountEditFrame.gap/1	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Component gap()>
javax.swing.Box	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/3	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.TransferFrame.labelContainer/2	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Container labelContainer(java.lang.String)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/6	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.AccountEditFrame	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/org.prevayler.demos.demo2.gui.AccountEditFrame.labelContainer/1	<org.prevayler.demos.demo2.gui.AccountFrame: java.awt.Container labelContainer(java.lang.String)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/4	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.TransferFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/7	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
javax.swing.JTextField	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.JTextField.setEnabled/0	<javax.swing.JTextField: void setEnabled(boolean)>
javax.swing.JPanel	<org.prevayler.demos.demo2.gui.TransferFrame: void addButtons(javax.swing.JPanel)>/javax.swing.JPanel.add/0	<javax.swing.JPanel: java.awt.Component add(java.awt.Component)>
javax.swing.Box	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addFields(javax.swing.Box)>/javax.swing.Box.add/5	<javax.swing.Box: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.business.Bank$1: int compare(java.lang.Object,java.lang.Object)>/org.prevayler.demos.demo2.business.Account.number/0	<org.prevayler.demos.demo2.business.Account: long number()>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.business.Bank$1: int compare(java.lang.Object,java.lang.Object)>/org.prevayler.demos.demo2.business.Account.number/1	<org.prevayler.demos.demo2.business.Account: long number()>
javax.swing.JPanel	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addButtons(javax.swing.JPanel)>/javax.swing.JPanel.add/0	<javax.swing.JPanel: java.awt.Component add(java.awt.Component)>
javax.swing.JPanel	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addButtons(javax.swing.JPanel)>/javax.swing.JPanel.add/1	<javax.swing.JPanel: java.awt.Component add(java.awt.Component)>
javax.swing.JPanel	<org.prevayler.demos.demo2.gui.AccountEditFrame: void addButtons(javax.swing.JPanel)>/javax.swing.JPanel.add/2	<javax.swing.JPanel: java.awt.Component add(java.awt.Component)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame$OKAction: void action()>/org.prevayler.demos.demo2.gui.TransferFrame.parse/0	<org.prevayler.demos.demo2.gui.AccountFrame: long parse(java.lang.String)>
org.prevayler.demos.scalability.jdbc.JDBCQueryConnection	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: void <init>(java.sql.Connection)>/org.prevayler.demos.scalability.jdbc.JDBCQueryConnection.table/0	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: java.lang.String table()>
org.prevayler.demos.demo2.gui.AccountEditFrame	<org.prevayler.demos.demo2.gui.AccountEditFrame: java.lang.Number enterAmount(java.lang.String)>/org.prevayler.demos.demo2.gui.AccountEditFrame.parse/0	<org.prevayler.demos.demo2.gui.AccountFrame: long parse(java.lang.String)>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>/org.prevayler.demos.demo2.business.Account.holder/0	<org.prevayler.demos.demo2.business.Account: java.lang.String holder()>
javax.swing.JTextField	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>/javax.swing.JTextField.setText/0	<javax.swing.JTextField: void setText(java.lang.String)>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>/org.prevayler.demos.demo2.business.Account.transactionHistory/0	<org.prevayler.demos.demo2.business.Account: java.util.List transactionHistory()>
javax.swing.JList	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>/javax.swing.JList.setListData/0	<javax.swing.JList: void setListData(java.lang.Object[])>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>/org.prevayler.demos.demo2.business.Account.balance/0	<org.prevayler.demos.demo2.business.Account: long balance()>
javax.swing.JTextField	<org.prevayler.demos.demo2.gui.AccountEditFrame: void accountChanged()>/javax.swing.JTextField.setText/1	<javax.swing.JTextField: void setText(java.lang.String)>
org.prevayler.foundation.network.BaseNetworkImpl	<org.prevayler.foundation.network.BaseNetworkImpl: void startService(org.prevayler.foundation.network.Service,int)>/org.prevayler.foundation.network.BaseNetworkImpl.createService/0	<org.prevayler.foundation.network.BaseNetworkImpl: org.prevayler.foundation.network.NetworkServerObjectReceiver createService(org.prevayler.foundation.network.Service,int)>	@ ((((Replication /\ Replication) /\ Replication) /\ (Replication /\ Replication)) /\ Replication)
org.prevayler.foundation.network.NetworkImpl	<org.prevayler.foundation.network.BaseNetworkImpl: void startService(org.prevayler.foundation.network.Service,int)>/org.prevayler.foundation.network.BaseNetworkImpl.createService/0	<org.prevayler.foundation.network.BaseNetworkImpl: org.prevayler.foundation.network.NetworkServerObjectReceiver createService(org.prevayler.foundation.network.Service,int)>	@ ((((Replication /\ Replication) /\ Replication) /\ (Replication /\ Replication)) /\ Replication)
org.prevayler.foundation.network.StubbornNetworkImpl	<org.prevayler.foundation.network.BaseNetworkImpl: void startService(org.prevayler.foundation.network.Service,int)>/org.prevayler.foundation.network.BaseNetworkImpl.createService/0	<org.prevayler.foundation.network.BaseNetworkImpl: org.prevayler.foundation.network.NetworkServerObjectReceiver createService(org.prevayler.foundation.network.Service,int)>	@ ((((Replication /\ Replication) /\ Replication) /\ (Replication /\ Replication)) /\ Replication)
org.prevayler.demos.scalability.jdbc.JDBCQueryConnection	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: void <init>(java.sql.Connection)>/org.prevayler.demos.scalability.jdbc.JDBCQueryConnection.prepare/0	<org.prevayler.demos.scalability.jdbc.JDBCScalabilityConnection: java.sql.PreparedStatement prepare(java.lang.String)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame$OKAction: void action()>/org.prevayler.demos.demo2.gui.TransferFrame.parse/1	<org.prevayler.demos.demo2.gui.AccountFrame: long parse(java.lang.String)>
org.prevayler.demos.demo2.business.Account	<org.prevayler.demos.demo2.gui.TransferFrame$OKAction: void action()>/org.prevayler.demos.demo2.business.Account.number/0	<org.prevayler.demos.demo2.business.Account: long number()>
org.prevayler.implementation.PrevaylerImpl	<org.prevayler.demos.demo2.gui.TransferFrame$OKAction: void action()>/org.prevayler.Prevayler.execute/0	<org.prevayler.implementation.PrevaylerImpl: java.lang.Object execute(org.prevayler.TransactionWithQuery)>
org.prevayler.demos.demo2.gui.TransferFrame	<org.prevayler.demos.demo2.gui.TransferFrame$OKAction: void action()>/org.prevayler.demos.demo2.gui.TransferFrame.dispose/0	<javax.swing.JInternalFrame: void dispose()>
org.prevayler.foundation.network.NetworkImpl	<org.prevayler.foundation.network.BaseNetworkImpl: org.prevayler.foundation.network.ObjectReceiver findServer(java.lang.String,int,org.prevayler.foundation.network.ObjectReceiver)>/org.prevayler.foundation.network.BaseNetworkImpl.newReceiver/0	<org.prevayler.foundation.network.NetworkImpl: org.prevayler.foundation.network.ObjectReceiver newReceiver(java.lang.String,int,org.prevayler.foundation.network.ObjectReceiver)>	@ ((((Replication /\ Replication) /\ Replication) /\ (Replication /\ Replication)) /\ Replication)
org.prevayler.foundation.network.StubbornNetworkImpl	<org.prevayler.foundation.network.BaseNetworkImpl: org.prevayler.foundation.network.ObjectReceiver findServer(java.lang.String,int,org.prevayler.foundation.network.ObjectReceiver)>/org.prevayler.foundation.network.BaseNetworkImpl.newReceiver/0	<org.prevayler.foundation.network.StubbornNetworkImpl: org.prevayler.foundation.network.ObjectReceiver newReceiver(java.lang.String,int,org.prevayler.foundation.network.ObjectReceiver)>	@ ((((Replication /\ Replication) /\ Replication) /\ (Replication /\ Replication)) /\ Replication)
java.sql.PreparedStatement	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: java.util.List queryByName(java.lang.String)>/java.sql.PreparedStatement.setString/0	<java.sql.PreparedStatement: void setString(int,java.lang.String)>
java.util.Map	<org.prevayler.foundation.network.BaseNetworkImpl: void markPortAsUsed(int,org.prevayler.foundation.network.NetworkServerObjectReceiver)>/java.util.Map.put/0	<java.util.Map: java.lang.Object put(java.lang.Object,java.lang.Object)>	@ ((Replication /\ Replication) /\ Replication)
java.util.Map	<org.prevayler.foundation.network.BaseNetworkImpl: void releasePortForReuse(int)>/java.util.Map.remove/0	<java.util.Map: java.lang.Object remove(java.lang.Object)>	@ ((Replication /\ Replication) /\ Replication)
java.util.ArrayList	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: java.util.List queryByName(java.lang.String)>/java.util.ArrayList.add/0	<java.util.ArrayList: boolean add(java.lang.Object)>
org.prevayler.implementation.PrevaylerDirectory	<org.prevayler.implementation.journal.PersistentJournal: void <init>(org.prevayler.implementation.PrevaylerDirectory,long,long,java.lang.String)>/org.prevayler.implementation.PrevaylerDirectory.produceDirectory/0	<org.prevayler.implementation.PrevaylerDirectory: void produceDirectory()>
org.prevayler.demos.scalability.jdbc.JDBCQueryConnection	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: java.util.List queryByName(java.lang.String)>/org.prevayler.demos.scalability.jdbc.JDBCQueryConnection.table/0	<org.prevayler.demos.scalability.jdbc.JDBCQueryConnection: java.lang.String table()>
org.prevayler.foundation.network.NetworkServerObjectReceiverImpl	<org.prevayler.foundation.network.BaseNetworkImpl: void terminateService(org.prevayler.foundation.network.NetworkServerObjectReceiver)>/org.prevayler.foundation.network.NetworkServerObjectReceiver.shutdown/0	<org.prevayler.foundation.network.NetworkServerObjectReceiverImpl: void shutdown()>	@ ((((Replication /\ Replication) /\ Replication) /\ (Replication /\ Replication)) /\ Replication)
org.prevayler.demos.demo2.business.transactions.Transfer	<org.prevayler.demos.demo2.business.transactions.BankTransaction: java.lang.Object executeAndQuery(java.lang.Object,java.util.Date)>/org.prevayler.demos.demo2.business.transactions.BankTransaction.executeAndQuery/0	<org.prevayler.demos.demo2.business.transactions.Transfer: java.lang.Object executeAndQuery(org.prevayler.demos.demo2.business.Bank,java.util.Date)>
org.prevayler.demos.demo2.business.transactions.HolderChange	<org.prevayler.demos.demo2.business.transactions.BankTransaction: java.lang.Object executeAndQuery(java.lang.Object,java.util.Date)>/org.prevayler.demos.demo2.business.transactions.BankTransaction.executeAndQuery/0	<org.prevayler.demos.demo2.business.transactions.AccountTransaction: java.lang.Object executeAndQuery(org.prevayler.demos.demo2.business.Bank,java.util.Date)>
org.prevayler.demos.demo2.business.transactions.Withdrawal	<org.prevayler.demos.demo2.business.transactions.BankTransaction: java.lang.Object executeAndQuery(java.lang.Object,java.util.Date)>/org.prevayler.demos.demo2.business.transactions.BankTransaction.executeAndQuery/0	<org.prevayler.demos.demo2.business.transactions.AccountTransaction: java.lang.Object executeAndQuery(org.prevayler.demos.demo2.business.Bank,java.util.Date)>
org.prevayler.demos.demo2.business.transactions.Deposit	<org.prevayler.demos.demo2.business.transactions.BankTransaction: java.lang.Object executeAndQuery(java.lang.Object,java.util.Date)>/org.prevayler.demos.demo2.business.transactions.BankTransaction.executeAndQuery/0	<org.prevayler.demos.demo2.business.transactions.AccountTransaction: java.lang.Object executeAndQuery(org.prevayler.demos.demo2.business.Bank,java.util.Date)>
org.prevayler.demos.demo2.business.transactions.AccountDeletion	<org.prevayler.demos.demo2.business.transactions.BankTransaction: java.lang.Object executeAndQuery(java.lang.Object,java.util.Date)>/org.prevayler.demos.demo2.business.transactions.BankTransaction.executeAndQuery/0	<org.prevayler.demos.demo2.business.transactions.AccountDeletion: java.lang.Object executeAndQuery(org.prevayler.demos.demo2.business.Bank,java.util.Date)>
org.prevayler.demos.demo2.business.transactions.AccountCreation	<org.prevayler.demos.demo2.business.transactions.BankTransaction: java.lang.Object executeAndQuery(java.lang.Object,java.util.Date)>/org.prevayler.demos.demo2.business.transactions.BankTransaction.executeAndQuery/0	<org.prevayler.demos.demo2.business.transactions.AccountCreation: java.lang.Object executeAndQuery(org.prevayler.demos.demo2.business.Bank,java.util.Date)>
org.prevayler.demos.demo2.business.transactions.AccountTransaction	<org.prevayler.demos.demo2.business.transactions.BankTransaction: java.lang.Object executeAndQuery(java.lang.Object,java.util.Date)>/org.prevayler.demos.demo2.business.transactions.BankTransaction.executeAndQuery/0	<org.prevayler.demos.demo2.business.transactions.AccountTransaction: java.lang.Object executeAndQuery(org.prevayler.demos.demo2.business.Bank,java.util.Date)>
org.prevayler.implementation.TransactionGuide	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.TransactionGuide.startTurn/0	<org.prevayler.foundation.Guided: void startTurn()>
org.prevayler.implementation.TransactionGuide	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.TransactionGuide.checkSystemVersion/0	<org.prevayler.implementation.TransactionGuide: void checkSystemVersion(long)>
org.prevayler.implementation.TransactionGuide	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.TransactionGuide.endTurn/0	<org.prevayler.foundation.Guided: void endTurn()>
org.prevayler.implementation.TransactionGuide	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.TransactionGuide.endTurn/1	<org.prevayler.foundation.Guided: void endTurn()>
org.prevayler.foundation.DurableOutputStream	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.foundation.DurableOutputStream.sync/0	<org.prevayler.foundation.DurableOutputStream: void sync(org.prevayler.foundation.Guided)>
org.prevayler.foundation.DurableOutputStream	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.foundation.DurableOutputStream.file/0	<org.prevayler.foundation.DurableOutputStream: java.io.File file()>
org.prevayler.implementation.journal.PersistentJournal	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.journal.PersistentJournal.handle/0	<org.prevayler.implementation.journal.PersistentJournal: void handle(java.io.IOException,java.io.File,java.lang.String)>
org.prevayler.implementation.TransactionGuide	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.TransactionGuide.startTurn/1	<org.prevayler.foundation.Guided: void startTurn()>
org.prevayler.foundation.DurableOutputStream	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.foundation.DurableOutputStream.close/0	<org.prevayler.foundation.DurableOutputStream: void close()>
org.prevayler.demos.scalability.prevayler.QuerySystem	<org.prevayler.demos.scalability.prevayler.PrevaylerQueryConnection: java.util.List queryByName(java.lang.String)>/org.prevayler.demos.scalability.prevayler.QuerySystem.queryByName/0	<org.prevayler.demos.scalability.prevayler.QuerySystem: java.util.List queryByName(java.lang.String)>
org.prevayler.foundation.DurableOutputStream	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.foundation.DurableOutputStream.file/1	<org.prevayler.foundation.DurableOutputStream: java.io.File file()>
org.prevayler.implementation.journal.PersistentJournal	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.journal.PersistentJournal.handle/1	<org.prevayler.implementation.journal.PersistentJournal: void handle(java.io.IOException,java.io.File,java.lang.String)>
org.prevayler.implementation.TransactionGuide	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.TransactionGuide.endTurn/2	<org.prevayler.foundation.Guided: void endTurn()>
org.prevayler.implementation.TransactionGuide	<org.prevayler.implementation.journal.PersistentJournal: void append(org.prevayler.implementation.TransactionGuide)>/org.prevayler.implementation.TransactionGuide.endTurn/3	<org.prevayler.foundation.Guided: void endTurn()>
org.prevayler.foundation.StopWatch	<org.prevayler.implementation.journal.PersistentJournal: boolean isOutputJournalTooOld()>/org.prevayler.foundation.StopWatch.millisEllapsed/0	<org.prevayler.foundation.StopWatch: long millisEllapsed()>
org.prevayler.foundation.DurableOutputStream	<org.prevayler.implementation.journal.PersistentJournal: boolean isOutputJournalTooBig()>/org.prevayler.foundation.DurableOutputStream.file/0	<org.prevayler.foundation.DurableOutputStream: java.io.File file()>
java.io.ObjectOutputStream	<org.prevayler.foundation.network.ObjectSocketImpl: void writeObject(java.lang.Object)>/java.io.ObjectOutputStream.writeObject/0	<java.io.ObjectOutputStream: void writeObject(java.lang.Object)>	@ Replication
java.io.ObjectOutputStream	<org.prevayler.foundation.network.ObjectSocketImpl: void writeObject(java.lang.Object)>/java.io.ObjectOutputStream.reset/0	<java.io.ObjectOutputStream: void reset()>	@ Replication
java.io.ObjectOutputStream	<org.prevayler.foundation.network.ObjectSocketImpl: void writeObject(java.lang.Object)>/java.io.ObjectOutputStream.flush/0	<java.io.ObjectOutputStream: void flush()>	@ Replication
